Round score,Diff_Sig_Strikes_Attempted,Diff_Sig_Strikes_Landed,Diff_KD,Diff_TD,Diff_Sub_Attempts,Diff_Ctrl_Time,Diff_Head_Strikes
1,1,-5,0,1,0,19,0
-1,-1,5,0,-1,0,-19,0
1,10,4,0,0,0,-77,5
-1,-10,-4,0,0,0,77,-5
1,39,2,0,0,0,0,5
-1,-39,-2,0,0,0,0,-5
1,-11,9,0,0,0,25,7
-1,11,-9,0,0,0,-25,-7
1,16,10,0,1,0,282,11
-1,-16,-10,0,-1,0,-282,-11
1,6,4,0,0,0,45,7
-1,-6,-4,0,0,0,-45,-7
1,6,4,0,0,0,-41,3
-1,-6,-4,0,0,0,41,-3
1,1,4,0,0,0,-11,3
-1,-1,-4,0,0,0,11,-3
1,-11,-5,0,0,0,57,-7
-1,11,5,0,0,0,-57,7
1,-11,-7,0,1,0,51,0
-1,11,7,0,-1,0,-51,0
1,30,-1,0,0,0,0,-2
-1,-30,1,0,0,0,0,2
1,25,3,0,0,0,20,0
-1,-25,-3,0,0,0,-20,0
1,31,14,0,1,0,103,10
-1,-31,-14,0,-1,0,-103,-10
1,5,15,0,0,0,0,0
-1,-5,-15,0,0,0,0,0
1,30,20,0,0,0,0,0
-1,-30,-20,0,0,0,0,0
1,17,16,0,0,0,0,8
-1,-17,-16,0,0,0,0,-8
1,17,11,0,0,0,0,7
-1,-17,-11,0,0,0,0,-7
1,0,4,0,0,0,0,-4
-1,0,-4,0,0,0,0,4
1,-2,12,0,0,0,0,5
-1,2,-12,0,0,0,0,-5
1,-4,9,0,0,0,0,1
-1,4,-9,0,0,0,0,-1
1,-7,13,0,0,0,0,5
-1,7,-13,0,0,0,0,-5
1,2,-1,0,0,0,37,-2
-1,-2,1,0,0,0,-37,2
1,-34,1,0,0,0,-18,-8
-1,34,-1,0,0,0,18,8
1,14,3,0,0,0,29,6
-1,-14,-3,0,0,0,-29,-6
1,-20,1,0,0,0,-97,7
-1,20,-1,0,0,0,97,-7
1,61,24,0,0,0,0,9
-1,-61,-24,0,0,0,0,-9
1,29,9,0,0,0,0,6
-1,-29,-9,0,0,0,0,-6
1,35,18,1,2,0,94,23
-1,-35,-18,-1,-2,0,-94,-23
1,49,14,0,0,0,0,2
-1,-49,-14,0,0,0,0,-2
1,18,12,1,1,0,130,13
-1,-18,-12,-1,-1,0,-130,-13
1,-15,10,0,-2,0,-162,3
-1,15,-10,0,2,0,162,-3
1,22,1,0,2,0,190,6
-1,-22,-1,0,-2,0,-190,-6
1,28,7,0,0,0,182,0
-1,-28,-7,0,0,0,-182,0
1,-15,7,0,2,0,80,4
-1,15,-7,0,-2,0,-80,-4
1,18,3,0,2,0,169,1
-1,-18,-3,0,-2,0,-169,-1
1,-14,-3,0,1,0,214,-5
-1,14,3,0,-1,0,-214,5
1,12,11,0,1,0,219,11
-1,-12,-11,0,-1,0,-219,-11
1,15,13,0,2,1,210,6
-1,-15,-13,0,-2,-1,-210,-6
1,4,4,1,0,0,66,4
-1,-4,-4,-1,0,0,-66,-4
1,-3,-4,0,0,0,-5,-1
-1,3,4,0,0,0,5,1
1,-6,3,0,0,0,0,1
-1,6,-3,0,0,0,0,-1
1,-7,7,0,-1,0,-67,8
-1,7,-7,0,1,0,67,-8
2,24,19,0,1,0,215,17
-2,-24,-19,0,-1,0,-215,-17
1,10,19,0,0,0,126,19
-1,-10,-19,0,0,0,-126,-19
1,1,0,0,-1,0,-74,13
-1,-1,0,0,1,0,74,-13
1,-7,8,0,0,0,-115,13
-1,7,-8,0,0,0,115,-13
1,-12,7,0,-1,0,-75,15
-1,12,-7,0,1,0,75,-15
1,-1,2,1,0,0,0,14
-1,1,-2,-1,0,0,0,-14
1,2,3,0,0,0,0,4
-1,-2,-3,0,0,0,0,-4
1,12,2,0,0,0,6,-2
-1,-12,-2,0,0,0,-6,2
1,25,8,0,0,0,45,3
-1,-25,-8,0,0,0,-45,-3
1,22,0,0,1,0,182,-5
-1,-22,0,0,-1,0,-182,5
1,41,18,0,1,0,53,18
-1,-41,-18,0,-1,0,-53,-18
1,-6,14,0,0,0,0,5
-1,6,-14,0,0,0,0,-5
1,9,25,0,1,0,19,18
-1,-9,-25,0,-1,0,-19,-18
1,4,15,0,2,1,104,14
-1,-4,-15,0,-2,-1,-104,-14
1,15,18,0,0,0,0,16
-1,-15,-18,0,0,0,0,-16
1,-13,14,0,0,0,0,9
-1,13,-14,0,0,0,0,-9
1,11,17,0,0,0,0,16
-1,-11,-17,0,0,0,0,-16
1,6,1,0,0,0,0,0
-1,-6,-1,0,0,0,0,0
1,-3,3,0,0,0,0,1
-1,3,-3,0,0,0,0,-1
1,-1,-1,0,0,0,0,-4
-1,1,1,0,0,0,0,4
1,7,-1,0,0,0,8,1
-1,-7,1,0,0,0,-8,-1
1,1,6,1,0,0,6,4
-1,-1,-6,-1,0,0,-6,-4
1,15,6,2,0,1,56,-4
-1,-15,-6,-2,0,-1,-56,4
1,-11,1,0,2,0,-101,8
-1,11,-1,0,-2,0,101,-8
1,0,3,0,1,0,-243,3
-1,0,-3,0,-1,0,243,-3
1,-3,3,0,1,0,67,2
-1,3,-3,0,-1,0,-67,-2
1,-1,6,0,-2,0,100,3
-1,1,-6,0,2,0,-100,-3
1,-10,-7,0,0,0,103,-2
-1,10,7,0,0,0,-103,2
1,-3,4,1,0,0,-5,3
-1,3,-4,-1,0,0,5,-3
1,8,11,0,1,0,27,8
-1,-8,-11,0,-1,0,-27,-8
1,13,2,0,2,0,53,2
-1,-13,-2,0,-2,0,-53,-2
1,32,24,0,0,0,-48,11
-1,-32,-24,0,0,0,48,-11
1,15,4,0,-2,0,3,4
-1,-15,-4,0,2,0,-3,-4
1,10,8,0,-1,0,24,8
-1,-10,-8,0,1,0,-24,-8
1,15,10,0,1,0,77,9
-1,-15,-10,0,-1,0,-77,-9
1,1,1,0,-1,-1,196,0
-1,-1,-1,0,1,1,-196,0
1,9,8,0,1,-1,100,7
-1,-9,-8,0,-1,1,-100,-7
1,27,21,0,1,1,55,-1
-1,-27,-21,0,-1,-1,-55,1
1,4,5,0,0,0,176,-1
-1,-4,-5,0,0,0,-176,1
1,-11,6,0,1,0,150,2
-1,11,-6,0,-1,0,-150,-2
1,-3,5,0,1,0,87,3
-1,3,-5,0,-1,0,-87,-3
1,-2,1,0,1,0,-67,2
-1,2,-1,0,-1,0,67,-2
1,11,4,0,-1,0,-11,-3
-1,-11,-4,0,1,0,11,3
2,16,16,0,-1,0,42,14
-2,-16,-16,0,1,0,-42,-14
1,12,8,0,0,0,16,4
-1,-12,-8,0,0,0,-16,-4
1,7,10,0,-1,0,-2,8
-1,-7,-10,0,1,0,2,-8
1,-2,2,0,3,0,45,-2
-1,2,-2,0,-3,0,-45,2
2,21,14,0,5,1,224,13
-2,-21,-14,0,-5,-1,-224,-13
1,-12,6,0,2,0,111,4
-1,12,-6,0,-2,0,-111,-4
1,3,1,0,1,0,34,-5
-1,-3,-1,0,-1,0,-34,5
1,5,13,1,1,0,46,6
-1,-5,-13,-1,-1,0,-46,-6
1,8,8,0,2,-1,162,10
-1,-8,-8,0,-2,1,-162,-10
1,2,9,0,0,0,69,7
-1,-2,-9,0,0,0,-69,-7
1,15,8,0,2,0,217,9
-1,-15,-8,0,-2,0,-217,-9
1,-15,10,0,0,0,15,7
-1,15,-10,0,0,0,-15,-7
1,1,3,0,0,0,14,0
-1,-1,-3,0,0,0,-14,0
1,3,3,0,0,0,0,-2
-1,-3,-3,0,0,0,0,2
1,2,4,0,0,0,37,3
-1,-2,-4,0,0,0,-37,-3
1,5,12,0,-1,0,-72,-1
-1,-5,-12,0,1,0,72,1
1,33,29,0,1,0,-33,13
-1,-33,-29,0,-1,0,33,-13
1,25,21,0,2,0,-204,5
-1,-25,-21,0,-2,0,204,-5
1,-5,5,0,0,0,106,-3
-1,5,-5,0,0,0,-106,3
1,1,1,0,-2,0,71,-2
-1,-1,-1,0,2,0,-71,2
1,-2,7,0,-2,0,-155,4
-1,2,-7,0,2,0,155,-4
1,22,25,0,2,0,63,26
-1,-22,-25,0,-2,0,-63,-26
1,1,8,0,5,0,138,5
-1,-1,-8,0,-5,0,-138,-5
1,-3,0,0,5,0,251,1
-1,3,0,0,-5,0,-251,-1
1,18,7,0,-1,0,-50,6
-1,-18,-7,0,1,0,50,-6
1,9,8,0,0,1,-9,9
-1,-9,-8,0,0,-1,9,-9
1,23,17,0,-1,1,-7,17
-1,-23,-17,0,1,-1,7,-17
1,-11,6,0,0,0,-16,2
-1,11,-6,0,0,0,16,-2
1,-3,8,0,0,0,-13,8
-1,3,-8,0,0,0,13,-8
1,17,3,0,2,0,169,-1
-1,-17,-3,0,-2,0,-169,1
1,-2,7,0,1,0,73,2
-1,2,-7,0,-1,0,-73,-2
1,-4,5,0,1,-2,142,2
-1,4,-5,0,-1,2,-142,-2
1,6,-13,0,-1,1,-46,-4
-1,-6,13,0,1,-1,46,4
1,12,15,0,-3,1,-75,10
-1,-12,-15,0,3,-1,75,-10
1,10,10,0,-2,0,-120,8
-1,-10,-10,0,2,0,120,-8
1,-8,-9,0,3,0,226,-6
-1,8,9,0,-3,0,-226,6
1,-22,-1,0,0,0,26,-5
-1,22,1,0,0,0,-26,5
1,17,6,0,0,0,-22,3
-1,-17,-6,0,0,0,22,-3
1,-11,-3,0,1,0,76,5
-1,11,3,0,-1,0,-76,-5
1,2,2,0,1,0,249,4
-1,-2,-2,0,-1,0,-249,-4
1,-16,-8,0,2,0,227,-5
-1,16,8,0,-2,0,-227,5
2,9,10,0,3,0,269,9
-2,-9,-10,0,-3,0,-269,-9
1,19,7,1,0,0,-1,16
-1,-19,-7,-1,0,0,1,-16
1,14,-4,0,-1,0,20,5
-1,-14,4,0,1,0,-20,-5
1,-2,-5,0,0,0,5,8
-1,2,5,0,0,0,-5,-8
1,16,13,0,3,0,239,12
-1,-16,-13,0,-3,0,-239,-12
2,25,16,0,2,0,239,17
-2,-25,-16,0,-2,0,-239,-17
1,51,30,0,0,0,0,27
-1,-51,-30,0,0,0,0,-27
1,48,20,0,0,0,0,20
-1,-48,-20,0,0,0,0,-20
2,23,14,0,1,1,155,19
-2,-23,-14,0,-1,-1,-155,-19
1,-3,-3,0,0,0,1,5
-1,3,3,0,0,0,-1,-5
1,-15,-5,0,0,0,30,12
-1,15,5,0,0,0,-30,-12
1,-8,-11,0,0,0,0,2
-1,8,11,0,0,0,0,-2
1,-15,-16,0,0,0,0,-3
-1,15,16,0,0,0,0,3
1,-14,-5,0,1,0,25,5
-1,14,5,0,-1,0,-25,-5
1,9,10,0,0,0,0,-2
-1,-9,-10,0,0,0,0,2
1,26,31,0,0,0,0,8
-1,-26,-31,0,0,0,0,-8
1,31,34,0,0,0,-1,19
-1,-31,-34,0,0,0,1,-19
1,30,26,0,0,0,0,16
-1,-30,-26,0,0,0,0,-16
1,28,20,0,2,0,106,15
-1,-28,-20,0,-2,0,-106,-15
1,-4,8,0,3,0,82,10
-1,4,-8,0,-3,0,-82,-10
1,14,14,0,0,0,-34,5
-1,-14,-14,0,0,0,34,-5
1,22,24,0,0,0,30,13
-1,-22,-24,0,0,0,-30,-13
1,4,-2,0,0,0,30,-2
-1,-4,2,0,0,0,-30,2
1,39,5,0,1,0,-1,6
-1,-39,-5,0,-1,0,1,-6
1,59,17,0,0,0,-1,15
-1,-59,-17,0,0,0,1,-15
1,38,6,0,0,0,0,14
-1,-38,-6,0,0,0,0,-14
1,-6,-2,0,2,0,211,3
-1,6,2,0,-2,0,-211,-3
1,1,9,0,1,0,176,4
-1,-1,-9,0,-1,0,-176,-4
1,3,3,0,4,0,260,6
-1,-3,-3,0,-4,0,-260,-6
1,32,19,1,0,0,62,24
-1,-32,-19,-1,0,0,-62,-24
1,-14,-12,0,0,0,-81,-15
-1,14,12,0,0,0,81,15
1,35,29,0,1,0,27,26
-1,-35,-29,0,-1,0,-27,-26
1,-20,-4,0,-1,0,-15,-6
-1,20,4,0,1,0,15,6
1,-38,-12,0,0,0,-56,-15
-1,38,12,0,0,0,56,15
1,-56,-2,0,-1,0,-12,-11
-1,56,2,0,1,0,12,11
1,4,10,0,0,0,0,0
-1,-4,-10,0,0,0,0,0
1,2,7,0,0,-1,86,1
-1,-2,-7,0,0,1,-86,-1
1,14,8,0,1,0,-68,12
-1,-14,-8,0,-1,0,68,-12
2,35,24,0,0,0,0,14
-2,-35,-24,0,0,0,0,-14
1,17,18,0,-1,3,-89,15
-1,-17,-18,0,1,-3,89,-15
1,1,4,0,3,0,217,-5
-1,-1,-4,0,-3,0,-217,5
1,1,0,0,2,0,101,-1
-1,-1,0,0,-2,0,-101,1
1,-2,-1,0,-1,0,-25,1
-1,2,1,0,1,0,25,-1
1,11,11,0,1,0,68,5
-1,-11,-11,0,-1,0,-68,-5
1,-6,-5,0,0,0,101,3
-1,6,5,0,0,0,-101,-3
1,4,6,0,1,1,278,6
-1,-4,-6,0,-1,-1,-278,-6
1,33,19,0,-1,0,-216,10
-1,-33,-19,0,1,0,216,-10
1,0,4,0,0,0,132,4
-1,0,-4,0,0,0,-132,-4
1,3,0,1,0,0,-14,1
-1,-3,0,-1,0,0,14,-1
1,4,14,0,1,1,162,9
-1,-4,-14,0,-1,-1,-162,-9
1,19,9,0,0,0,0,7
-1,-19,-9,0,0,0,0,-7
1,6,-1,0,0,0,0,1
-1,-6,1,0,0,0,0,-1
1,13,1,0,1,0,62,0
-1,-13,-1,0,-1,0,-62,0
1,-6,-4,0,1,0,182,-1
-1,6,4,0,-1,0,-182,1
1,-8,9,0,0,0,-45,2
-1,8,-9,0,0,0,45,-2
1,0,23,0,0,0,-72,14
-1,0,-23,0,0,0,72,-14
1,16,-2,0,0,0,-110,0
-1,-16,2,0,0,0,110,0
1,-3,4,0,1,0,205,0
-1,3,-4,0,-1,0,-205,0
1,-8,-5,0,1,0,118,-3
-1,8,5,0,-1,0,-118,3
1,11,10,0,-1,0,-19,19
-1,-11,-10,0,1,0,19,-19
1,7,0,0,2,0,167,-4
-1,-7,0,0,-2,0,-167,4
1,32,33,0,5,0,226,15
-1,-32,-33,0,-5,0,-226,-15
1,21,13,0,-1,0,-38,15
-1,-21,-13,0,1,0,38,-15
2,36,21,1,0,0,13,21
-2,-36,-21,-1,0,0,-13,-21
1,-1,1,0,0,0,29,1
-1,1,-1,0,0,0,-29,-1
1,-31,12,0,0,0,28,8
-1,31,-12,0,0,0,-28,-8
1,-33,10,0,1,0,39,8
-1,33,-10,0,-1,0,-39,-8
1,-48,8,0,0,0,23,8
-1,48,-8,0,0,0,-23,-8
1,-1,-5,0,1,0,90,-7
-1,1,5,0,-1,0,-90,7
1,0,-4,0,1,0,201,-1
-1,0,4,0,-1,0,-201,1
1,-26,-3,0,3,0,125,-7
-1,26,3,0,-3,0,-125,7
1,34,16,1,-2,-1,-59,6
-1,-34,-16,-1,2,1,59,-6
1,20,16,0,0,0,-6,8
-1,-20,-16,0,0,0,6,-8
1,-14,-10,0,0,0,4,0
-1,14,10,0,0,0,-4,0
1,-3,13,0,0,0,0,2
-1,3,-13,0,0,0,0,-2
1,-2,8,0,-1,0,-60,12
-1,2,-8,0,1,0,60,-12
1,4,20,0,0,0,-9,14
-1,-4,-20,0,0,0,9,-14
1,26,13,0,1,-1,43,9
-1,-26,-13,0,-1,1,-43,-9
1,-12,2,0,1,0,180,5
-1,12,-2,0,-1,0,-180,-5
1,34,24,0,-3,0,-121,7
-1,-34,-24,0,3,0,121,-7
1,14,5,-1,1,1,149,1
-1,-14,-5,1,-1,-1,-149,-1
1,15,11,1,0,-1,230,13
-1,-15,-11,-1,0,1,-230,-13
1,12,26,0,-1,0,-76,25
-1,-12,-26,0,1,0,76,-25
1,20,13,0,0,0,137,2
-1,-20,-13,0,0,0,-137,-2
1,9,8,0,0,0,-29,0
-1,-9,-8,0,0,0,29,0
1,0,1,0,-1,0,-36,1
-1,0,-1,0,1,0,36,-1
1,0,-4,0,1,0,145,1
-1,0,4,0,-1,0,-145,-1
1,6,4,0,-1,0,-17,-2
-1,-6,-4,0,1,0,17,2
1,8,7,0,1,0,61,-4
-1,-8,-7,0,-1,0,-61,4
1,10,6,0,0,3,43,7
-1,-10,-6,0,0,-3,-43,-7
1,9,4,0,1,0,88,2
-1,-9,-4,0,-1,0,-88,-2
1,17,8,0,0,0,75,5
-1,-17,-8,0,0,0,-75,-5
1,-1,6,0,0,0,-69,11
-1,1,-6,0,0,0,69,-11
1,41,16,0,0,0,140,8
-1,-41,-16,0,0,0,-140,-8
1,8,9,0,1,0,21,6
-1,-8,-9,0,-1,0,-21,-6
1,10,7,0,0,0,12,6
-1,-10,-7,0,0,0,-12,-6
1,23,9,0,0,0,1,15
-1,-23,-9,0,0,0,-1,-15
1,-15,-8,0,0,0,-61,3
-1,15,8,0,0,0,61,-3
1,-25,-14,0,0,0,0,-6
-1,25,14,0,0,0,0,6
1,42,20,1,0,0,21,18
-1,-42,-20,-1,0,0,-21,-18
1,4,-7,0,2,0,-66,4
-1,-4,7,0,-2,0,66,-4
1,-11,4,0,-2,0,48,-7
-1,11,-4,0,2,0,-48,7
1,-18,12,0,1,0,27,-3
-1,18,-12,0,-1,0,-27,3
1,-29,-13,0,2,0,124,0
-1,29,13,0,-2,0,-124,0
1,55,30,0,0,0,-18,22
-1,-55,-30,0,0,0,18,-22
1,15,-4,0,-1,0,-17,-6
-1,-15,4,0,1,0,17,6
1,5,-5,0,1,0,44,9
-1,-5,5,0,-1,0,-44,-9
1,5,9,0,0,0,4,-7
-1,-5,-9,0,0,0,-4,7
1,48,40,0,1,0,121,19
-1,-48,-40,0,-1,0,-121,-19
1,29,-10,0,0,0,0,-6
-1,-29,10,0,0,0,0,6
1,-2,1,0,0,0,-7,-5
-1,2,-1,0,0,0,7,5
1,14,-2,0,-1,1,-28,2
-1,-14,2,0,1,-1,28,-2
1,8,12,0,-1,0,73,-2
-1,-8,-12,0,1,0,-73,2
1,9,7,0,1,0,93,7
-1,-9,-7,0,-1,0,-93,-7
1,11,9,0,1,0,196,1
-1,-11,-9,0,-1,0,-196,-1
1,-4,-9,0,0,0,0,1
-1,4,9,0,0,0,0,-1
1,-8,13,0,0,0,0,-3
-1,8,-13,0,0,0,0,3
1,8,-6,0,0,0,0,13
-1,-8,6,0,0,0,0,-13
1,22,7,0,0,0,23,0
-1,-22,-7,0,0,0,-23,0
1,18,8,0,0,0,12,2
-1,-18,-8,0,0,0,-12,-2
1,-46,0,0,-1,0,-14,8
-1,46,0,0,1,0,14,-8
1,-37,1,0,2,0,117,-1
-1,37,-1,0,-2,0,-117,1
1,-3,13,0,2,0,137,5
-1,3,-13,0,-2,0,-137,-5
1,8,11,0,1,0,228,7
-1,-8,-11,0,-1,0,-228,-7
2,18,18,0,1,0,279,15
-2,-18,-18,0,-1,0,-279,-15
1,-4,6,0,0,-1,142,2
-1,4,-6,0,0,1,-142,-2
1,24,-6,0,0,0,0,3
-1,-24,6,0,0,0,0,-3
1,22,9,0,0,0,0,13
-1,-22,-9,0,0,0,0,-13
1,35,-3,0,0,0,0,3
-1,-35,3,0,0,0,0,-3
1,-4,0,0,2,0,150,4
-1,4,0,0,-2,0,-150,-4
1,13,-6,0,0,0,10,4
-1,-13,6,0,0,0,-10,-4
1,-11,-1,0,0,0,-62,-2
-1,11,1,0,0,0,62,2
1,-18,4,0,1,0,56,-4
-1,18,-4,0,-1,0,-56,4
1,-2,8,0,3,0,136,4
-1,2,-8,0,-3,0,-136,-4
1,4,0,0,-1,0,-82,2
-1,-4,0,0,1,0,82,-2
1,9,5,0,1,0,216,4
-1,-9,-5,0,-1,0,-216,-4
1,-7,-4,0,1,1,-32,-5
-1,7,4,0,-1,-1,32,5
1,22,0,0,0,0,0,-8
-1,-22,0,0,0,0,0,8
1,4,10,0,3,-1,292,2
-1,-4,-10,0,-3,1,-292,-2
1,-4,5,0,1,-1,232,7
-1,4,-5,0,-1,1,-232,-7
1,-1,5,0,4,0,245,0
-1,1,-5,0,-4,0,-245,0
1,-15,-3,0,1,0,222,0
-1,15,3,0,-1,0,-222,0
1,-18,0,0,1,1,161,-2
-1,18,0,0,-1,-1,-161,2
1,27,18,0,0,-1,-173,10
-1,-27,-18,0,0,1,173,-10
1,46,15,0,1,0,-46,15
-1,-46,-15,0,-1,0,46,-15
1,2,0,0,-1,0,-217,1
-1,-2,0,0,1,0,217,-1
1,36,9,0,0,0,-8,10
-1,-36,-9,0,0,0,8,-10
1,-4,1,0,1,0,108,5
-1,4,-1,0,-1,0,-108,-5
1,4,-3,0,0,0,-4,-8
-1,-4,3,0,0,0,4,8
1,22,12,0,0,0,0,13
-1,-22,-12,0,0,0,0,-13
1,26,16,0,1,2,-8,13
-1,-26,-16,0,-1,-2,8,-13
1,-3,-4,0,0,1,1,1
-1,3,4,0,0,-1,-1,-1
1,-16,-11,0,1,0,273,-2
-1,16,11,0,-1,0,-273,2
2,49,26,0,1,0,224,31
-2,-49,-26,0,-1,0,-224,-31
2,34,22,0,1,0,209,22
-2,-34,-22,0,-1,0,-209,-22
1,18,16,0,2,0,199,18
-1,-18,-16,0,-2,0,-199,-18
1,-2,5,0,1,-1,222,5
-1,2,-5,0,-1,1,-222,-5
1,7,4,0,2,0,9,-4
-1,-7,-4,0,-2,0,-9,4
1,17,11,0,0,0,-29,1
-1,-17,-11,0,0,0,29,-1
1,-33,7,0,1,-1,0,3
-1,33,-7,0,-1,1,0,-3
1,-5,17,0,0,0,0,1
-1,5,-17,0,0,0,0,-1
1,-12,0,0,1,0,0,-1
-1,12,0,0,-1,0,0,1
1,9,10,0,0,0,20,8
-1,-9,-10,0,0,0,-20,-8
1,2,5,0,1,0,150,3
-1,-2,-5,0,-1,0,-150,-3
1,-11,12,0,1,0,-12,10
-1,11,-12,0,-1,0,12,-10
1,36,3,0,0,0,6,3
-1,-36,-3,0,0,0,-6,-3
1,10,9,0,0,-2,37,3
-1,-10,-9,0,0,2,-37,-3
2,33,27,0,0,0,75,23
-2,-33,-27,0,0,0,-75,-23
2,16,27,3,0,1,119,19
-2,-16,-27,-3,0,-1,-119,-19
1,-4,5,0,0,0,0,7
-1,4,-5,0,0,0,0,-7
1,1,6,0,3,1,139,1
-1,-1,-6,0,-3,-1,-139,-1
1,9,5,0,0,0,-39,-4
-1,-9,-5,0,0,0,39,4
1,23,24,0,0,0,-33,16
-1,-23,-24,0,0,0,33,-16
1,2,3,0,1,0,-2,11
-1,-2,-3,0,-1,0,2,-11
1,23,28,0,0,0,77,14
-1,-23,-28,0,0,0,-77,-14
1,22,26,0,1,0,206,10
-1,-22,-26,0,-1,0,-206,-10
1,9,5,1,0,0,0,-1
-1,-9,-5,-1,0,0,0,1
1,5,7,0,-1,0,-61,-4
-1,-5,-7,0,1,0,61,4
1,-1,6,0,0,0,-36,-1
-1,1,-6,0,0,0,36,1
2,-7,8,0,0,0,0,7
-2,7,-8,0,0,0,0,-7
1,12,15,0,-1,0,1,16
-1,-12,-15,0,1,0,-1,-16
1,6,26,0,0,0,12,16
-1,-6,-26,0,0,0,-12,-16
1,10,8,0,1,0,60,5
-1,-10,-8,0,-1,0,-60,-5
1,15,5,0,3,0,217,0
-1,-15,-5,0,-3,0,-217,0
1,-6,0,0,2,0,212,-5
-1,6,0,0,-2,0,-212,5
1,10,8,0,-2,-1,71,5
-1,-10,-8,0,2,1,-71,-5
1,40,20,0,1,0,95,24
-1,-40,-20,0,-1,0,-95,-24
2,31,21,0,1,0,257,21
-2,-31,-21,0,-1,0,-257,-21
1,-3,-4,1,0,1,-129,-4
-1,3,4,-1,0,-1,129,4
1,1,5,0,0,0,0,9
-1,-1,-5,0,0,0,0,-9
1,-9,-1,0,0,0,0,5
-1,9,1,0,0,0,0,-5
1,-5,-7,0,-2,1,-63,-6
-1,5,7,0,2,-1,63,6
1,3,-7,0,0,0,239,-8
-1,-3,7,0,0,0,-239,8
1,6,12,0,1,-1,219,5
-1,-6,-12,0,-1,1,-219,-5
1,-6,17,0,-2,0,-190,3
-1,6,-17,0,2,0,190,-3
1,20,12,0,4,0,138,16
-1,-20,-12,0,-4,0,-138,-16
1,14,6,0,-5,0,-119,1
-1,-14,-6,0,5,0,119,-1
1,13,12,0,1,0,223,3
-1,-13,-12,0,-1,0,-223,-3
1,-9,0,0,1,0,188,0
-1,9,0,0,-1,0,-188,0
1,-19,-1,0,1,0,164,-4
-1,19,1,0,-1,0,-164,4
1,14,17,0,-1,0,72,21
-1,-14,-17,0,1,0,-72,-21
1,3,0,0,1,0,233,-1
-1,-3,0,0,-1,0,-233,1
1,24,22,0,1,0,128,21
-1,-24,-22,0,-1,0,-128,-21
1,17,8,0,-1,0,-4,-4
-1,-17,-8,0,1,0,4,4
1,14,1,0,1,0,46,-1
-1,-14,-1,0,-1,0,-46,1
1,6,4,0,-1,0,-9,-1
-1,-6,-4,0,1,0,9,1
1,-2,7,0,-1,0,-86,7
-1,2,-7,0,1,0,86,-7
1,2,-2,0,0,0,2,-3
-1,-2,2,0,0,0,-2,3
1,25,-6,0,0,0,0,-11
-1,-25,6,0,0,0,0,11
1,32,17,1,0,0,1,12
-1,-32,-17,-1,0,0,-1,-12
1,18,11,0,0,0,1,3
-1,-18,-11,0,0,0,-1,-3
1,9,6,0,0,0,0,7
-1,-9,-6,0,0,0,0,-7
1,34,16,0,0,0,-162,19
-1,-34,-16,0,0,0,162,-19
1,23,14,0,-1,0,-134,15
-1,-23,-14,0,1,0,134,-15
1,-20,-14,0,1,0,164,-13
-1,20,14,0,-1,0,-164,13
1,14,9,0,1,0,2,8
-1,-14,-9,0,-1,0,-2,-8
1,-2,2,0,2,0,46,4
-1,2,-2,0,-2,0,-46,-4
1,2,5,0,1,0,206,4
-1,-2,-5,0,-1,0,-206,-4
1,10,-1,1,-2,0,-57,-4
-1,-10,1,-1,2,0,57,4
1,15,5,0,-1,0,83,0
-1,-15,-5,0,1,0,-83,0
1,14,5,0,-1,0,-110,4
-1,-14,-5,0,1,0,110,-4
1,4,3,0,0,0,45,5
-1,-4,-3,0,0,0,-45,-5
1,4,4,0,0,0,0,2
-1,-4,-4,0,0,0,0,-2
1,13,19,0,0,0,28,15
-1,-13,-19,0,0,0,-28,-15
1,8,6,0,0,0,144,6
-1,-8,-6,0,0,0,-144,-6
1,-21,-4,0,0,0,0,-7
-1,21,4,0,0,0,0,7
1,2,-8,0,1,1,-49,-1
-1,-2,8,0,-1,-1,49,1
1,13,15,0,1,1,109,9
-1,-13,-15,0,-1,-1,-109,-9
1,18,13,0,0,0,19,-7
-1,-18,-13,0,0,0,-19,7
1,8,11,0,0,0,0,14
-1,-8,-11,0,0,0,0,-14
1,15,12,0,-1,0,-21,2
-1,-15,-12,0,1,0,21,-2
1,-6,-2,0,0,0,0,11
-1,6,2,0,0,0,0,-11
1,-9,-8,0,2,0,273,-7
-1,9,8,0,-2,0,-273,7
1,8,2,0,0,1,155,1
-1,-8,-2,0,0,-1,-155,-1
1,3,6,0,1,0,31,6
-1,-3,-6,0,-1,0,-31,-6
1,46,21,0,0,0,0,0
-1,-46,-21,0,0,0,0,0
1,44,29,0,-1,0,-20,7
-1,-44,-29,0,1,0,20,-7
1,40,26,0,-1,-1,16,5
-1,-40,-26,0,1,1,-16,-5
1,6,13,0,1,0,111,3
-1,-6,-13,0,-1,0,-111,-3
1,6,21,0,3,0,151,10
-1,-6,-21,0,-3,0,-151,-10
1,21,16,0,0,0,224,12
-1,-21,-16,0,0,0,-224,-12
1,-16,-14,0,1,1,25,-16
-1,16,14,0,-1,-1,-25,16
1,3,10,0,0,0,28,19
-1,-3,-10,0,0,0,-28,-19
1,29,26,0,0,0,3,30
-1,-29,-26,0,0,0,-3,-30
1,6,6,0,1,-1,170,6
-1,-6,-6,0,-1,1,-170,-6
2,22,12,0,-2,5,-121,4
