Number_of_Rounds,Opponent_A_Wins,Method,Opponent_A,Total_Strikes_Attempted_(A),Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Opponent_B,Total_Strikes_Attempted_(B),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision2,Decision3,Winner,Opponent_A_dec,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media score ratio of agreement,Rd1 Fans,Rd2 Fans,Rd3 Fans,Rd4 Fans,Rd5 Fans
3,1,2,Karol Rosa,289,79,40,0,1,0,1:13,19,79,47,0,1,0,3:18,40,70,33,0,0,0,1:19,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Vanessa Melo,168,52,14,0,0,0,0:00,8,17,4,0,0,0,0:06,2,66,27,0,0,0,0:00,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,27 29,26 30,Rosa,Karol Rosa,1,2,1,--,--,1,2,-1,--,--,1,2,1,--,--,1.0,1.048,1.738,0.69,nan,nan
5,1,2,Dustin Poirier,289,31,20,0,0,0,0:12,11,83,48,0,0,0,0:52,43,40,28,0,0,1,0:00,25,28,20,0,1,3,1:02,17,49,37,0,0,0,0:43,35,Dan Hooker,283,67,33,0,0,0,0:09,14,98,66,0,0,0,0:18,47,39,20,0,1,0,2:10,15,14,11,0,2,0,2:08,5,35,25,0,1,0,1:17,17,47 48,47 48,46 48,Poirier,Dustin Poirier,-1,-1,1,1,1,-1,-1,1,2,1,-1,-1,1,1,1,1.0,-0.737,-0.819,0.643,1.01,1.011
3,1,2,Mike Perry,158,51,20,0,1,0,1:28,10,33,26,1,0,0,2:05,20,47,30,0,0,0,2:11,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mickey Gall,111,40,21,0,0,0,0:00,11,24,12,0,0,0,0:51,9,42,22,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Perry,Mike Perry,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,0.238,1.008,1.018,nan,nan
3,1,2,Brendan Allen,109,27,16,1,0,0,2:32,12,26,17,0,0,0,2:42,12,13,8,0,0,0,0:23,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kyle Daukaus,127,10,5,0,1,0,1:54,2,36,22,0,1,0,1:28,20,12,7,0,1,0,4:22,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 29,27 30,Allen,Brendan Allen,2,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,1.013,0.963,-1.05,nan,nan
3,0,2,Jordan Griffin,74,19,3,0,1,0,1:54,3,24,8,0,0,0,1:55,7,26,17,0,1,0,1:45,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Youssef Zalal,123,29,11,0,0,0,1:13,7,31,13,0,0,0,1:39,7,52,35,0,0,0,1:31,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Zalal,Youssef Zalal,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.929,-0.674,0.674,0.906,nan,nan
5,1,2,Curtis Blaydes,163,32,27,0,5,0,4:52,5,24,17,0,3,0,4:02,11,22,13,0,1,0,3:53,8,10,5,0,3,0,3:39,5,11,7,0,2,0,3:26,5,Alexander Volkov,177,1,1,0,0,0,0:00,1,15,7,0,0,0,0:00,4,13,5,0,0,0,0:06,3,23,12,0,1,0,0:26,9,25,6,0,0,0,0:14,5,46 49,47 48,46 48,Blaydes,Curtis Blaydes,1,1,1,1,-1,1,1,1,-1,-1,2,1,1,-1,-1,1.0,1.338,1.211,0.955,-0.215,-0.43
3,1,2,Josh Emmett,275,88,36,0,1,0,0:08,26,88,40,0,0,0,0:00,33,90,51,2,0,0,1:16,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Shane Burgos,270,66,46,0,0,0,0:00,20,90,48,0,0,0,0:00,28,94,34,0,0,0,0:00,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,28 29,28 29,Emmett,Josh Emmett,1,-1,2,--,--,1,-1,1,--,--,1,-1,1,--,--,0.8,0.149,-0.765,1.626,nan,nan
3,1,2,Raquel Pennington,165,36,23,0,0,0,1:24,9,50,37,0,0,0,2:15,15,68,47,0,1,0,1:50,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marion Reneau,154,52,17,0,0,0,1:19,8,29,13,0,1,0,1:38,5,36,16,0,1,0,0:51,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,28 29,Pennington,Raquel Pennington,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,1.0,-0.42,0.903,0.903,nan,nan
3,1,2,Belal Muhammad,176,60,29,0,0,0,0:00,20,59,27,0,0,0,0:15,19,53,26,0,2,0,1:29,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lyman Good,175,47,18,0,0,0,0:00,11,54,21,0,0,0,0:00,14,71,42,0,0,0,0:07,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Muhammad,Belal Muhammad,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.857,0.837,0.43,-0.802,nan,nan
3,0,2,Clay Guida,69,23,8,0,2,0,2:11,3,23,6,0,0,0,0:20,3,19,9,0,1,0,2:01,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Bobby Green,158,37,25,0,0,0,0:14,12,66,31,0,1,0,0:17,12,47,29,0,1,2,0:40,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Green,Bobby Green,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.933,-0.258,0.942,0.8,nan,nan
3,0,2,Roxanne Modafferi,206,54,12,0,0,0,1:14,9,45,10,0,0,0,1:44,8,75,22,0,0,0,1:10,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lauren Murphy,178,48,19,0,0,0,0:00,11,48,23,0,1,0,0:35,13,62,30,0,1,0,0:18,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Murphy,Lauren Murphy,1,1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
5,0,2,Jessica Eye,283,82,20,0,0,0,0:00,16,23,7,0,0,0,0:00,4,55,14,0,0,0,0:00,14,34,5,0,0,0,0:00,5,86,24,0,0,0,0:00,20,Cynthia Calvillo,294,68,24,0,0,0,0:00,13,18,12,0,1,0,3:47,9,53,23,0,1,0,1:17,15,30,17,0,1,0,2:13,14,68,37,0,1,0,0:29,26,46 49,46 49,47 48,Calvillo,Cynthia Calvillo,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,-0.277,1.034,1.011,0.956,0.723
3,1,3,Charles Rosa,173,56,20,0,0,0,0:00,5,50,22,0,0,0,0:00,10,67,27,0,0,0,0:00,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kevin Aguilar,135,37,14,0,0,0,0:00,10,39,17,0,0,0,0:00,11,59,22,0,0,0,0:04,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Rosa,Charles Rosa,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,1.0,-0.635,0.46,0.508,nan,nan
3,1,3,Andre Fili,183,44,14,0,1,0,0:08,11,62,17,0,1,0,0:15,14,65,13,0,3,0,1:23,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Charles Jourdain,142,45,16,1,0,0,0:14,7,53,28,0,0,0,0:00,10,40,18,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Fili,Andre Fili,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.786,-0.883,0.49,1.0,nan,nan
3,1,2,Jordan Espinosa,254,66,49,0,0,0,0:00,39,65,38,0,0,0,0:00,24,54,39,0,2,0,2:22,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mark De La Rosa,127,29,6,0,0,0,2:37,1,52,17,0,0,0,0:55,9,37,14,0,0,0,0:17,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,26 30,Espinosa,Jordan Espinosa,1,1,1,--,--,1,1,2,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Merab Dvalishvili,187,46,27,0,4,0,2:35,17,25,13,0,5,2,3:25,8,57,33,0,4,0,3:15,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gustavo Lopez,103,20,4,0,0,0,0:00,3,14,5,0,0,0,0:02,1,23,5,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,25 30,Dvalishvili,Merab Dvalishvili,1,2,2,--,--,1,1,2,--,--,1,1,2,--,--,1.0,1.0,1.694,1.528,nan,nan
5,1,2,Amanda Nunes,222,34,21,0,1,0,3:05,14,39,23,0,1,0,0:34,17,57,29,0,1,0,0:07,21,59,34,0,1,1,0:34,24,25,17,0,2,0,3:41,14,Felicia Spencer,161,8,2,0,0,0,0:09,1,26,11,0,0,0,0:00,5,46,10,0,0,0,0:00,6,37,13,0,0,0,0:00,8,13,6,0,0,0,0:00,4,44 50,44 50,45 50,Nunes,Amanda Nunes,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1.0,1.304,1.204,1.539,1.906,1.633
3,1,2,Neil Magny,130,22,12,0,0,0,0:08,5,21,14,0,0,0,0:40,2,67,38,0,0,0,1:31,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Anthony Rocco Martin,91,21,11,0,0,0,2:45,7,27,11,0,1,0,1:35,6,34,15,0,0,0,0:37,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Magny,Neil Magny,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.333,-0.54,-0.706,1.094,nan,nan
3,1,2,Alex Caceres,170,56,33,1,1,0,0:12,29,45,26,0,0,0,1:04,17,63,44,0,0,0,1:15,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Chase Hooper,197,71,16,0,0,0,0:48,8,49,15,0,0,0,1:27,10,67,22,0,0,0,0:41,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Caceres,Alex Caceres,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,1.174,0.962,0.999,nan,nan
3,1,2,Cody Stamann,205,55,24,0,0,0,0:05,13,69,35,0,1,0,1:28,30,55,30,0,1,0,0:15,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brian Kelleher,185,55,17,0,0,0,0:00,5,52,19,0,0,0,0:24,13,70,21,0,1,0,0:20,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Stamann,Cody Stamann,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,1.0,1.0,0.0,nan,nan
3,0,2,Alonzo Menifield,103,37,14,0,0,0,3:10,11,33,16,0,0,0,3:31,13,15,9,0,0,0,2:01,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Devin Clark,198,37,23,0,0,0,0:38,8,49,30,0,0,0,0:12,7,38,26,0,1,0,1:48,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Clark,Devin Clark,-1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.95,-0.838,0.742,0.968,nan,nan
5,0,2,Tyron Woodley,101,8,2,0,0,0,0:02,0,17,12,0,0,0,0:33,7,17,4,0,0,0,0:00,3,8,5,0,0,0,1:09,0,14,5,0,0,0,1:03,4,Gilbert Burns,211,34,25,0,0,0,2:26,19,20,11,0,1,0,2:09,3,42,19,0,0,0,0:00,6,24,18,0,1,1,1:55,11,18,10,0,0,0,1:28,2,45 50,44 50,44 50,Burns,Gilbert Burns,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.824,0.922,0.973,1.159,0.873
3,0,3,Blagoy Ivanov,130,27,15,0,0,0,0:29,9,49,30,0,1,0,0:39,20,49,21,0,0,0,0:00,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Augusto Sakai,174,38,12,0,0,0,0:18,3,61,34,0,0,0,1:02,18,62,32,0,0,0,0:26,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30 27,28 29,28 29,Sakai,Augusto Sakai,-1,-1,-1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.769,-0.812,0.496,0.393,nan,nan
3,1,2,Billy Quarantillo,135,8,7,0,0,0,1:04,7,21,13,0,1,1,1:13,9,37,29,0,1,1,2:27,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Spike Carlyle,102,40,19,0,1,0,3:52,18,16,11,0,1,0,3:07,10,10,7,0,1,0,2:02,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Quarantillo,Billy Quarantillo,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.625,-0.981,-0.15,1.087,nan,nan
3,1,2,Katlyn Chookagian,240,24,20,0,1,4,4:27,17,21,18,0,1,0,4:53,16,63,35,0,1,0,1:16,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Antonina Shevchenko,76,4,3,0,0,0,0:00,0,6,5,0,0,0,0:00,3,54,17,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25 30,25 30,25 30,Chookagian,Katlyn Chookagian,2,2,1,--,--,2,2,1,--,--,2,2,1,--,--,1.0,2.107,1.953,0.954,nan,nan
3,1,2,Daniel Rodriguez,345,72,34,0,0,0,0:00,20,114,61,0,0,0,0:00,49,158,80,0,1,0,0:27,70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gabe Green,273,68,26,0,0,0,0:00,4,85,43,0,0,0,0:05,25,120,58,0,0,0,0:06,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Rodriguez,Daniel Rodriguez,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.92,0.999,1.0,nan,nan
3,1,3,Claudia Gadelha,218,47,21,0,1,0,2:33,14,71,29,0,0,0,0:07,22,92,34,0,0,0,0:07,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Angela Hill,179,26,10,0,0,0,0:03,4,72,37,1,0,0,0:34,25,78,43,0,0,0,0:00,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Gadelha,Cláudia Gadelha,1,-1,-1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.235,0.942,-0.948,-0.513,nan,nan
3,1,3,Dan Ige,189,54,23,0,0,0,0:08,16,63,31,0,0,0,0:36,21,47,25,0,1,0,1:22,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Edson Barboza,152,53,31,1,0,0,0:58,21,52,30,0,0,0,0:49,11,39,19,0,0,0,0:08,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Ige,Dan Ige,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.111,-0.953,-0.589,0.656,nan,nan
3,0,2,Eryk Anders,132,35,10,0,0,0,1:17,7,31,14,0,0,0,2:12,4,31,17,0,0,0,2:22,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Krzysztof Jotko,154,36,22,0,0,0,0:35,13,39,20,0,0,0,0:00,15,41,24,0,0,0,0:11,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Jotko,Krzysztof Jotko,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,0.929,0.242,0.678,0.468,nan,nan
3,1,2,Song Yadong,221,40,17,0,0,0,0:39,7,89,44,0,0,0,0:03,33,72,40,0,0,0,0:18,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marlon Vera,187,32,21,0,0,0,0:38,1,74,37,0,0,0,0:26,20,58,34,0,2,0,2:11,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Yadong,Song Yadong,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.471,0.675,-0.133,-0.915,nan,nan
3,1,2,Giga Chikadze,135,39,17,0,0,0,0:00,4,49,25,0,0,0,0:00,16,47,19,1,1,0,0:06,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Irwin Rivera,95,33,11,0,0,0,0:00,8,26,10,0,0,0,0:00,6,35,13,0,0,0,0:03,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,27 30,27 30,Chikadze,Giga Chikadze,1,1,1,--,--,1,1,1,--,--,1,1,2,--,--,1.0,0.87,0.999,1.153,nan,nan
3,0,2,Darren Elkins,276,59,33,0,1,0,1:07,31,89,39,0,0,0,0:00,31,105,49,0,0,0,0:17,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nate Landwehr,237,56,25,0,0,0,0:11,18,83,43,0,0,0,0:06,36,95,50,0,0,0,0:12,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Landwehr,Nate Landwehr,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.667,-0.817,0.912,-0.26,nan,nan
3,1,3,Ben Rothwell,142,14,7,0,1,0,1:35,3,41,19,0,0,0,1:30,13,55,30,0,0,0,2:44,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ovince Saint Preux,87,19,9,0,0,0,0:00,2,27,13,1,0,0,0:22,6,36,20,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Rothwell,Ben Rothwell,1,-1,1,--,--,1,-1,-1,--,--,1,-1,1,--,--,0.875,0.928,-0.072,-0.018,nan,nan
3,1,2,Andrei Arlovski,107,33,17,0,0,0,0:00,8,34,16,0,0,0,0:00,7,40,17,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Philipe Lins,99,34,17,0,0,0,0:07,10,33,13,0,0,0,0:00,9,32,11,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Arlovski,Andrei Arlovski,1,1,1,--,--,1,1,1,--,--,-1,1,1,--,--,0.857,-0.71,0.726,0.629,nan,nan
3,1,2,Sijara Eubanks,190,67,27,0,0,0,0:00,22,63,31,0,1,0,1:41,25,41,27,0,1,0,2:33,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Sarah Moras,179,63,20,0,0,0,0:00,8,44,13,0,0,0,0:00,9,31,11,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,26 30,Eubanks,Sijara Eubanks,1,1,1,--,--,1,1,2,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Gabriel Benitez,179,53,15,0,0,0,0:00,6,53,13,0,0,0,0:00,4,73,22,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Omar Morales,215,55,12,0,0,0,0:00,7,60,20,0,0,0,0:00,9,100,31,0,0,0,0:00,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Morales,Omar Morales,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,0.867,-0.304,0.652,0.5,nan,nan
3,1,2,Greg Hardy,135,55,25,0,0,0,0:00,13,31,16,0,0,0,0:00,5,38,14,0,0,0,0:53,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Yorgan De Castro,69,41,15,0,0,0,0:00,6,11,4,0,0,0,0:00,0,17,5,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Hardy,Greg Hardy,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,-0.568,0.784,0.932,nan,nan
3,1,2,Anthony Pettis,133,27,15,0,0,0,0:00,7,38,21,0,0,0,0:00,13,48,27,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Donald Cerrone,148,31,17,0,1,0,1:00,10,52,20,0,1,0,0:38,8,65,25,0,0,0,0:08,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Pettis,Anthony Pettis,1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.462,-0.561,-0.098,0.048,nan,nan
3,1,3,Aleksei Oleinik,241,94,54,0,0,0,1:31,47,63,26,0,0,0,0:56,21,26,14,0,0,0,1:26,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Fabricio Werdum,101,37,25,0,0,0,0:07,14,38,24,0,1,0,1:19,12,8,4,0,2,1,2:29,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Oleinik,Aleksei Oleinik,1,-1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.714,1.128,0.33,-0.93,nan,nan
3,1,3,Carla Esparza,106,18,5,0,1,0,0:35,3,31,15,0,0,0,0:00,13,54,25,0,0,0,0:11,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Michelle Waterson-Gomez,98,28,9,0,0,0,0:00,4,26,13,0,0,0,0:00,3,44,22,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30 27,28 29,27 30,Esparza,Carla Esparza,1,-1,1,--,--,1,1,1,--,--,-1,-1,-1,--,--,0.471,0.045,-0.665,0.223,nan,nan
3,1,2,Bryce Mitchell,74,13,11,0,1,3,3:22,8,21,17,0,1,2,4:37,12,15,12,0,1,0,4:52,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Charles Rosa,17,1,1,0,0,0,0:00,1,4,3,0,0,0,0:00,0,5,1,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25 30,25 30,24 30,Mitchell,Bryce Mitchell,2,2,2,--,--,2,1,2,--,--,2,1,2,--,--,1.0,2.0,1.91,1.928,nan,nan
3,1,3,Ryan Spann,116,27,9,0,2,1,2:01,7,39,22,0,0,0,0:28,18,49,20,0,0,0,0:32,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Sam Alvey,156,25,17,0,0,0,0:00,10,39,15,0,0,0,0:00,9,44,25,0,0,0,0:29,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Spann,Ryan Spann,1,1,-1,--,--,-1,1,-1,--,--,1,1,-1,--,--,0.833,0.724,0.83,-0.926,nan,nan
3,0,2,Johnny Walker,112,22,19,0,0,0,0:26,16,19,12,0,0,0,1:14,11,9,6,0,0,0,0:45,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nikita Krylov,148,22,16,0,2,0,3:52,13,17,12,0,1,0,3:38,11,19,17,0,0,0,3:50,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Krylov,Nikita Krylov,1,-1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,0.92,0.662,0.935,nan,nan
3,1,2,Francisco Trinaldo,126,30,12,0,0,0,0:00,5,44,19,0,0,0,0:00,12,52,24,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,John Makdessi,124,35,25,0,0,0,0:00,5,38,19,0,0,0,0:00,4,50,23,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Trinaldo,Francisco Trinaldo,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.973,0.892,0.568,nan,nan
3,0,2,Jussier Formiga,81,4,3,0,0,1,0:58,2,9,5,0,1,0,2:10,3,19,7,0,0,0,1:05,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Moreno,147,26,11,0,0,0,2:44,11,24,11,0,0,0,0:58,8,32,11,0,0,0,0:03,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Moreno,Brandon Moreno,1,1,1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.385,0.227,0.472,-0.281,nan,nan
3,1,2,Amanda Ribas,254,41,22,0,1,0,3:04,14,74,31,0,0,0,1:25,18,44,32,0,0,2,2:56,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Randa Markos,99,15,7,0,0,0,0:00,5,51,23,0,0,0,0:00,13,11,6,0,1,0,1:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,25 30,25 30,Ribas,Amanda Ribas,1,1,2,--,--,2,1,2,--,--,2,1,2,--,--,1.0,1.364,1.091,1.697,nan,nan
3,1,2,Elizeu Zaleski dos Santos,169,53,17,0,1,0,1:02,5,56,26,0,0,0,0:55,10,47,19,0,1,0,0:33,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Aleksei Kunchenko,156,21,11,0,0,0,0:00,5,49,25,0,0,0,0:06,16,42,21,0,0,0,0:18,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Zaleski dos Santos,Elizeu Zaleski dos Santos,1,-1,1,--,--,1,-1,1,--,--,1,1,-1,--,--,0.333,0.862,-0.862,-0.564,nan,nan
3,0,2,Mayra Bueno Silva,150,39,25,0,0,0,0:00,11,34,20,0,0,0,0:42,13,73,43,0,0,0,0:03,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Maryna Moroz,298,84,45,0,1,0,1:44,16,62,38,0,1,0,2:32,27,101,56,0,0,0,0:13,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Moroz,Maryna Moroz,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.938,0.94,0.909,-0.94,nan,nan
